id,phonological_system,category,sound,initial,final,vowel,tone,tone_number,tone_name,character,word,phrase,jyutping,romanization,audio_path,audio_url,source_url,source_page,source_id,original_filename,audio_format,codec,duration_seconds,sample_rate,channels,file_size_bytes,sha256,recording_variant,language,activity,book_id,book_title,variant_label,notes
SA-00192,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_005.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-5.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-5.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:5,2-5.mp3,mp3,.mp3,1.462857,44100,2,38931,fda19b7028b40862a49df527f51ce08f4b47467393fbe889d067329673f6a162,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00193,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_006.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-6.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-6.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:6,2-6.mp3,mp3,.mp3,1.541224,44100,2,38721,332ccb53e0bafe2fe681c9c80653f839ee14169dbc3f8a4a3fac1d4386123a48,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00194,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_007.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-7.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-7.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:7,2-7.mp3,mp3,.mp3,1.253878,44100,2,32981,7e63f7a7c802475ff74c52224b1a7e4072ca96fde721cbc763bc15afa1baa427,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00195,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_008.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-8.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-8.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:8,2-8.mp3,mp3,.mp3,1.410612,44100,2,32980,e63aebc2bb97c3bcb8dc740b5eabcd8115a3a2a76d077eab08996296e31b1335,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00196,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_009.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-9.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-9.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:9,2-9.mp3,mp3,.mp3,1.018776,44100,2,25258,87d2101f47d97c248a21a7c3df7aae651916990c0c2d2a3f37bf9c2aa76a8cd4,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00197,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_word_010.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-10.mp3,https://app.speakalongcuhk.com/assets/voices/t/2-10.mp3,https://app.speakalongcuhk.com/tc/scontent/t/word,sound:t:word:10,2-10.mp3,mp3,.mp3,1.332245,44100,2,31100,c28588d0c1a567cfd9b522bd536ec16557a428eec9aa3fe8f68a9f0264a0233a,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00198,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_001.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-1.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-1.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:1,4-1.mp3,mp3,.mp3,4.231837,44100,2,103299,ec493fd06b7fa3c7248f4acd3f2fe5f9159b0a300557e34f7845d483ef7fc40d,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00199,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_002.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-2.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-2.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:2,4-2.mp3,mp3,.mp3,3.004082,44100,2,73999,2c3cb431becb877fde5cdb17918a5acca06a540b290743363d549e9a0cc784d2,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00200,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_003.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-3.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-3.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:3,4-3.mp3,mp3,.mp3,4.153469,44100,2,103118,c35a7ff8e1f5c43e8ad4e0d022583027e8cbf72f72d2bf7e3df899e0f0a443b8,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00201,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_004.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-4.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-4.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:4,4-4.mp3,mp3,.mp3,4.284082,44100,2,104263,f9b3dd2aa8a660bc1d3cf696bd1e70bb243be28872687c6a07d11eb58ecda93e,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00202,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_005.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-5.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-5.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:5,4-5.mp3,mp3,.mp3,3.186939,44100,2,80681,c15d91f4646b837da358d5f6400a04ec4bd850821126ca624c51b5ab0591a4ab,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00203,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_006.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-6.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-6.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:6,4-6.mp3,mp3,.mp3,3.552653,44100,2,92166,bbe6d5edc010e20bd7927ca1c31c7953432ba371dad4ae75a0883b467babf1c6,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00204,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_007.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-7.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-7.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:7,4-7.mp3,mp3,.mp3,3.160816,44100,2,80256,214851dad72a9f2ef9ff4c463c59c2e0ce49303ea73d4c5946df10669ff511cf,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00205,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_008.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-8.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-8.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:8,4-8.mp3,mp3,.mp3,3.500408,44100,2,92060,debe861a61c9ced335a41980c45e6606ecb1b31edf2c0c5d1ef6146ebea51e08,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00206,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_009.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-9.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-9.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:9,4-9.mp3,mp3,.mp3,3.474286,44100,2,86315,7d0beaf9e1c17402d83e869e62a38583c5c2f80a06d71f69c9cde66630e901e4,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00207,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_sentence_010.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-10.mp3,https://app.speakalongcuhk.com/assets/voices/t/4-10.mp3,https://app.speakalongcuhk.com/tc/scontent/t/sentence,sound:t:sentence:10,4-10.mp3,mp3,.mp3,3.213061,44100,2,79107,6a7ee7ea44cf90605aab1c3da6ff52ce2f527885828a12ea2a0ed86cd0aab97f,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00208,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_001.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-1.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-1.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:1,5-1.mp3,mp3,.mp3,7.026939,44100,2,176694,d743a205f4c0a1e799b70db16306d1d6a5b757e2cb04517b5d71e1e98f232a3a,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00209,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_002.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-2.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-2.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:2,5-2.mp3,mp3,.mp3,4.414694,44100,2,113554,275e6cc0453449348dc7cb08ae7359aa68670fbed6c8b1c9da04f8c75bdf48c8,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00210,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_003.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-3.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-3.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:3,5-3.mp3,mp3,.mp3,4.545306,44100,2,123578,5a386789f34b56ca1f4ab38b2742e3d19097cc5710b681f7a27d41f79d677536,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00211,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_004.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-4.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-4.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:4,5-4.mp3,mp3,.mp3,3.213061,44100,2,79947,7790f15eb7da33513726361d4c3e5749f83a6baeed50e9b85eec8176aec29f3b,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00212,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_005.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-5.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-5.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:5,5-5.mp3,mp3,.mp3,3.84,44100,2,97795,cf43c1a32ee993c83a32deda9a9402b26bc917328e13ee5b6294ce3fe8885fcd,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00213,輔音,輔音,t,t,,,,,,,,,,,audio/consonants/t/t_story_006.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-6.mp3,https://app.speakalongcuhk.com/assets/voices/t/5-6.mp3,https://app.speakalongcuhk.com/tc/scontent/t/story,sound:t:story:6,5-6.mp3,mp3,.mp3,5.198367,44100,2,129154,4238b7fc71809414a289eb48266640a0b70edb3686e1f523816324a49e1f8b55,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00214,輔音,輔音,k,k,,,,,,騎,,,,,audio/consonants/k/k_001.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-1.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-1.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:1,1-1.mp3,mp3,.mp3,1.56375,44100,2,35435,6424eff7f947f354ec6bf9b22f6a8175bed2653a089e246582362c9035819196,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00215,輔音,輔音,k,k,,,,,,溪,,,,,audio/consonants/k/k_002.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-2.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-2.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:2,1-2.mp3,mp3,.mp3,1.824375,44100,2,39855,8fa4b5be5c1b9d0a4b1bc3f86f509958016d04fb7b27f9a79b73d8768db09af9,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00216,輔音,輔音,k,k,,,,,,箍,,,,,audio/consonants/k/k_003.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-3.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-3.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:3,1-3.mp3,mp3,.mp3,1.8765,44100,2,40932,a5372e5720baf92ee162d549aa9e9ab817735a46668efcbbd0340056d663daf4,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00217,輔音,輔音,k,k,,,,,,棋,,,,,audio/consonants/k/k_004.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-4.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-4.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:4,1-4.mp3,mp3,.mp3,1.694063,44100,2,45694,7a573426fb9534d7f477304594bccebe2c25d1ddac2ba82cd23503883dc5a296,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00218,輔音,輔音,k,k,,,,,,扣,,,,,audio/consonants/k/k_005.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-5.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-5.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:5,1-5.mp3,mp3,.mp3,2.032875,44100,2,43938,aafafa715b70e50c18205949105ebea71210d09b990d6472bd3606363f40beec,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00219,輔音,輔音,k,k,,,,,,拳,,,,,audio/consonants/k/k_006.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-6.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-6.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:6,1-6.mp3,mp3,.mp3,1.694063,44100,2,46216,6341925835610abebf41ef957a8394279199af5c1a869cd8ef3f24b6dd0555b7,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00220,輔音,輔音,k,k,,,,,,企,,,,,audio/consonants/k/k_007.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-7.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-7.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:7,1-7.mp3,mp3,.mp3,1.954688,44100,2,43185,adc0b132a2cea0a04d8b01333da385030976f38c4ad1e4ce417e0e83b1894e9d,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00221,輔音,輔音,k,k,,,,,,旗,,,,,audio/consonants/k/k_008.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-8.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-8.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:8,1-8.mp3,mp3,.mp3,1.746188,44100,2,40086,6e0acdfef54f1e73b7c51068bae21508a71edd24348375a8afe34ffbd7719c07,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00222,輔音,輔音,k,k,,,,,,橋,,,,,audio/consonants/k/k_009.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-9.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-9.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:9,1-9.mp3,mp3,.mp3,1.798312,44100,2,41182,a1f63284d0db0d7e59983bde51c42f3e1732195271136e72450b4c42c99ceb53,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00223,輔音,輔音,k,k,,,,,,傾,,,,,audio/consonants/k/k_010.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-10.mp3,https://app.speakalongcuhk.com/assets/voices/k/1-10.mp3,https://app.speakalongcuhk.com/tc/scontent/k/single,sound:k:single:10,1-10.mp3,mp3,.mp3,1.746188,44100,2,40597,6d2c31420e978e857b5f77a425e0e75ac6c16671a86a105bab4a59c684ca4bc8,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00224,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_001.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-1.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-1.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:1,2-1.mp3,mp3,.mp3,2.267438,44100,2,49186,e62e2585a1b3efd8f0282522d2dac8879526ea356d86c7291f43cc238a38020e,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00225,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_002.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-2.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-2.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:2,2-2.mp3,mp3,.mp3,2.319562,44100,2,50269,edee1bbdd7f13fdb0902e5e464cb0109d5889b82eea1f4a610d3481e6fc78286,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00226,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_003.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-3.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-3.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:3,2-3.mp3,mp3,.mp3,1.850437,44100,2,50284,14d5913ae111cb9541a098a97c807e34eaabd52ab6a854c43f66225e951ae395,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00227,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_004.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-4.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-4.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:4,2-4.mp3,mp3,.mp3,2.371687,44100,2,59146,5c95fd54de235c4c6f9641a93d735c13ff1fcf293b52ff181a5ca4560f74593d,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00228,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_005.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-5.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-5.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:5,2-5.mp3,mp3,.mp3,2.684438,44100,2,56855,31650d9fb892e079a786642e2ea9f2a0a66dbdbe88c2617c4980bedbc903b08a,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00229,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_006.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-6.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-6.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:6,2-6.mp3,mp3,.mp3,2.319562,44100,2,59356,c0308a6251da08effad8496c4603097cf1796315ca05dec8e498e947cb236bf7,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00230,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_007.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-7.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-7.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:7,2-7.mp3,mp3,.mp3,2.319562,44100,2,51515,0ce32c7f1e7e97fb4f9abf865be8aec7eb7c820733afd5c94d821f5c174d3b42,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00231,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_008.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-8.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-8.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:8,2-8.mp3,mp3,.mp3,2.554125,44100,2,55517,9133ee05df097e2a7aed76c9073b5971294eb7e60032b6344e13f7ee785c4273,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00232,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_009.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-9.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-9.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:9,2-9.mp3,mp3,.mp3,2.502,44100,2,54932,ae107f8578e358e08b5530f61dd80c4f6a3ff4291eccd230a71ec01e10464f98,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00233,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_word_010.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-10.mp3,https://app.speakalongcuhk.com/assets/voices/k/2-10.mp3,https://app.speakalongcuhk.com/tc/scontent/k/word,sound:k:word:10,2-10.mp3,mp3,.mp3,2.866875,44100,2,61019,1bd6b0a5a32fb885ff067ecb60c4485e9726d407e7f97210a29e3693d9588c86,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00234,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_001.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-1.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-1.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:1,4-1.mp3,mp3,.mp3,2.377143,44100,2,61887,6be207ddae33b03b40c2279ab5d22244f37bce148c58c5a56219c0de898b993f,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00235,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_002.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-2.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-2.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:2,4-2.mp3,mp3,.mp3,4.873687,44100,2,96118,8cd6f761adae8c9314ebd46b60bba57f496c509cfc6466ce56fd3731f894cf16,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00236,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_003.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-3.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-3.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:3,4-3.mp3,mp3,.mp3,4.27425,44100,2,86773,6da7afee13747ac0eee2755e71a983e8209f8531a34eeca585748f4810d7f20e,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00237,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_004.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-4.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-4.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:4,4-4.mp3,mp3,.mp3,4.89975,44100,2,97033,d4fac99c0b76db1b47e29905a7ee5bda93a406894caf34c9470926359f02d4f7,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00238,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_005.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-5.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-5.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:5,4-5.mp3,mp3,.mp3,5.342812,44100,2,104620,e829a995f4cdb6f4917cbc7141e07e8b040e81bb5d472caf65f32469319217d8,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00239,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_006.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-6.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-6.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:6,4-6.mp3,mp3,.mp3,4.560938,44100,2,92359,2c0836825a6b0871102724def308fe19e2bba03004193fdbc14048d981957421,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00240,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_007.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-7.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-7.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:7,4-7.mp3,mp3,.mp3,4.534875,44100,2,80738,9cbbea77a828a925254d10caf4568210d685f936a6e1d9c6fd5a25809cd0f333,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00241,輔音,輔音,k,k,,,,,,,,,,,audio/consonants/k/k_sentence_008.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-8.mp3,https://app.speakalongcuhk.com/assets/voices/k/4-8.mp3,https://app.speakalongcuhk.com/tc/scontent/k/sentence,sound:k:sentence:8,4-8.mp3,mp3,.mp3,5.759812,44100,2,112537,3ce7bf54a34123bb7ea922c5d1213229187f9bb837395065580425c38bdeb3e7,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
